m_id,sum,count
6129,5,1
6130,4,1
6131,4,1
6132,231,33
6133,33,7
6134,8,1
6135,7,1
6136,30,5
6137,4,1
6138,58,9
6139,50,10
6140,11,2
6141,8,1
6142,3,1
6143,20,3
6144,7,1
6145,272,39
6146,5,3
6147,14,3
6148,27,4
6149,8,1
6150,10,2
6151,16,2
6152,13,2
6153,4,1
6154,6,1
6155,6,1
6156,12,2
6157,8,2
6158,1,1
6159,6,1
6160,6,1
6161,49,8
6162,34,6
6163,37,5
6164,28,4
6165,7,1
6166,77,9
6167,11,2
6168,83,11
6169,17,3
6170,15,2
6171,13,3
6172,148,21
6173,5,1
6174,25,4
6175,8,1
6176,4,1
6177,50,7
6178,6,1
6179,5,1
6180,12,2
6181,6,1
6182,98,13
6183,9,2
6184,96,13
6185,7,1
6186,55,8
6187,70,9
6188,541,71
6189,242,35
6190,145,20
6191,7,1
6192,13,2
6193,6,1
6194,16,2
6195,4,1
6196,2,1
6197,28,4
6198,19,3
6199,29,4
6200,8,1
6201,17,4
6202,6,1
6203,11,2
6204,8,1
6205,32,5
6206,122,18
6207,78,11
6208,106,22
6209,7,1
6210,32,6
6211,17,3
6212,2,1
6213,14,2
6214,20,3
6215,19,2
6216,36,6
6217,10,2
6218,39,7
6219,10,1
6220,10,1
6221,47,7
6222,363,46
6223,71,9
6224,45,7
6225,91,11
6226,254,34
6227,266,37
6228,246,34
6229,75,11
6230,12,2
6231,7,1
6232,74,11
6233,21,3
6234,37,5
6235,14,2
6236,6,1
6237,55,7
6238,9,1
6239,88,14
6240,88,11
6241,1,1
6242,6,1
6243,79,10
6244,6,1
6245,28,4
6246,5,1
6247,4,1
6248,8,1
6249,34,4
6250,4,1
6251,51,7
6252,35,5
6253,8,1
6254,38,7
6255,6,1
6256,7,1
6257,20,3
6258,8,1
6259,259,35
6260,12,2
6261,12,2
6262,7,1
6263,42,6
6264,7,1
6265,8,1
6266,5,1
6267,41,5
6268,6,1
6269,35,5
6270,17,2
6271,8,1
6272,28,4
6273,16,2
6274,12,2
6275,11,2
6276,4,1
6277,17,2
6278,120,17
6279,7,1
6280,10,2
6281,5,1
6282,51,9
6283,27,4
6284,23,4
6285,4,1
6286,52,8
6287,8,1
6288,11,2
6289,10,1
6290,15,2
6291,21,4
6292,100,15
6293,28,4
6294,1,1
6295,9,1
6296,43,5
6297,34,5
6298,71,10
6299,728,88
6300,24,3
6301,17,2
6302,47,8
6303,254,32
6304,17,2
6305,149,26
6306,8,1
6307,456,59
6308,7,1
6309,7,1
6310,8,1
6311,4,1
6312,111,17
6313,8,1
6314,4,1
6315,4,1
6316,46,8
6317,117,18
6318,7,1
6319,26,3
6320,8,1
6321,14,2
6322,45,6
6323,841,105
6324,43,6
6325,3,1
6326,552,76
6327,5,1
6328,38,5
6329,8,1
6330,10,1
6331,8,1
6332,2,1
6333,7,1
6334,34,4
6335,45,7
6336,8,1
6337,38,6
6338,9,1
6339,112,16
6340,39,7
6341,6,2
6342,276,34
6343,7,1
6344,11,2
6345,26,3
6346,97,20
6347,18,2
6348,12,2
6349,15,3
6350,55,9
6351,73,14
6352,7,1
6353,2,1
6354,9,1
6355,7,1
6356,308,42
6357,73,10
6358,451,58
6359,19,3
6360,10,1
6361,5,1
6362,122,16
6363,5,1
6364,3,1
6365,24,4
6366,88,12
6367,7,1
6368,8,1
6369,491,65
6370,71,12
6371,7,1
6372,14,2
6373,7,1
6374,42,8
6375,18,3
6376,10,1
6377,7,1
6378,22,3
6379,4,1
6380,29,4
6381,17,3
6382,5,1
6383,11,2
6384,7,1
6385,4,1
6386,9,1
6387,23,3
6388,15,2
6389,4,1
6390,21,3
6391,18,3
6392,5,1
6393,18,3
6394,102,14
6395,9,1
6396,7,1
6397,18,2
6398,34,5
6399,6,1
6400,61,9
6401,6,1
6402,22,3
6403,8,2
6404,48,7
6405,120,17
6406,59,8
6407,9,1
6408,24,3
6409,7,1
6410,6,1
6411,34,5
6412,2,1
6413,8,1
6414,34,4
6415,71,11
6416,8,1
6417,7,1
6418,5,1
6419,7,1
6420,31,5
6421,28,6
6422,85,14
6423,411,53
6424,2,1
6425,46,6
6426,8,1
6427,20,3
6428,10,2
6429,64,12
6430,1,1
6431,28,4
6432,49,8
6433,84,10
6434,7,1
6435,5,1
6436,8,1
6437,9,1
6438,238,32
6439,9,1
6440,21,3
6441,10,1
6442,27,4
6443,14,2
6444,9,1
6445,9,2
6446,147,18
6447,12,2
6448,17,2
6449,7,1
6450,35,4
6451,110,21
6452,21,3
6453,9,2
6454,48,9
6455,1,1
6456,7,1
6457,25,3
6458,9,1
6459,7,1
6460,6,1
6461,35,5
6462,7,1
6463,228,31
6464,4,1
6465,1,1
6466,18,3
6467,8,1
6468,23,3
6469,19,3
6470,54,7
6471,90,12
6472,2,1
6473,6,1
6474,7,1
6475,8,1
6476,699,97
6477,447,58
6478,41,5
6479,16,3
6480,5,1
6481,15,2
6482,30,5
6483,41,6
6484,24,5
6485,105,16
6486,34,4
6487,3,1
6488,5,1
6489,4,1
6490,7,1
6491,7,1
6492,7,1
6493,6,1
6494,6,1
6495,6,1
6496,6,1
6497,10,1
6498,23,3
6499,3,1
6500,8,1
6501,19,2
6502,17,3
6503,4,2
6504,7,1
6505,5,1
6506,20,4
6507,16,2
6508,6,2
6509,35,4
6510,9,1
6511,8,1
6512,9,2
6513,539,67
6514,20,3
6515,25,5
6516,53,7
6517,16,2
6518,4,1
6519,8,1
6520,2,1
6521,8,1
6522,8,1
6523,27,4
6524,7,1
6525,6,1
6526,13,3
6527,19,2
6528,22,3
6529,22,3
6530,161,28
6531,15,2
6532,63,9
6533,10,2
6534,30,5
6535,14,3
6536,16,2
6537,8,1
6538,6,1
6539,13,2
6540,3,1
6541,5,1
6542,3,1
6543,33,6
6544,19,3
6545,4,1
6546,4,1
6547,42,6
6548,1,1
6549,8,1
6550,99,15
6551,10,1
6552,418,53
6553,9,1
6554,15,2
6555,60,13
6556,314,43
6557,73,11
6558,7,1
6559,6,1
6560,7,1
6561,8,1
6562,13,2
6563,5,1
6564,7,1
6565,7,1
6566,18,3
6567,7,1
6568,5,1
6569,1,1
6570,105,13
6571,330,47
6572,6,1
6573,5,1
6574,7,1
6575,5,2
6576,40,5
6577,10,1
6578,38,6
6579,7,1
6580,8,1
6581,8,1
6582,7,1
6583,28,5
6584,9,2
6585,28,4
6586,5,1
6587,75,13
6588,7,1
6589,9,1
6590,7,1
6591,4,2
6592,71,10
6593,6,1
6594,6,1
6595,21,3
6596,17,3
6597,38,5
6598,15,4
6599,107,17
6600,452,55
6601,6,1
6602,9,1
6603,7,1
6604,15,2
6605,8,1
6606,49,10
6607,20,2
6608,23,6
6609,6,1
6610,64,8
6611,66,10
6612,280,38
6613,1163,143
6614,69,10
6615,41,6
6616,40,8
6617,35,6
6618,9,2
6619,5,1
6620,22,3
6621,89,15
6622,58,7
6623,46,7
6624,6,1
6625,30,5
6626,5,1
6627,5,1
6628,137,21
6629,7,1
6630,8,1
6631,104,17
6632,326,44
6633,5,1
6634,13,3
6635,10,1
6636,7,1
6637,8,1
6638,10,1
6639,21,4
6640,25,3
6641,5,1
6642,32,6
6643,78,12
6644,19,3
6645,44,7
6646,5,1
6647,443,57
6648,8,1
6649,174,22
6650,205,27
6651,14,2
6652,7,1
6653,8,1
6654,23,3
6655,19,3
6656,13,2
6657,8,1
6658,54,7
6659,7,1
6660,5,1
6661,13,2
6662,7,1
6663,36,6
6664,22,3
6665,7,1
6666,13,2
6667,103,12
6668,7,1
6669,24,3
6670,9,1
6671,15,2
6672,47,6
6673,19,3
6674,140,20
6675,7,1
6676,37,5
6677,12,2
6678,8,1
6679,8,1
6680,9,1
6681,62,10
6682,138,18
6683,144,20
6684,305,42
6685,4,1
6686,47,7
6687,32,6
6688,8,1
6689,54,7
6690,6,1
6691,17,2
6692,188,24
6693,16,2
6694,173,23
6695,6,1
6696,17,2
6697,16,2
6698,6,1
6699,3,1
6700,1,1
6701,7,1
6702,39,7
6703,38,7
6704,9,1
6705,15,2
6706,210,28
6707,123,19
6708,16,3
6709,5,1
6710,6,1
6711,31,4
6712,1,1
6713,10,1
6714,7,1
6715,7,1
6716,7,1
6717,22,6
6718,9,1
6719,5,1
6720,141,18
6721,7,3
6722,4,1
6723,66,11
6724,8,1
6725,7,1
6726,1,1
6727,54,9
6728,5,1
6729,41,5
6730,17,2
6731,10,2
6732,10,1
6733,8,1
6734,237,30
6735,9,1
6736,15,2
6737,8,1
6738,9,1
6739,10,1
6740,82,14
6741,72,10
6742,17,2
6743,10,1
6744,6,1
6745,8,1
6746,40,6
6747,9,2
6748,6,1
6749,8,1
6750,8,1
6751,96,15
6752,9,1
6753,9,1
6754,10,2
6755,15,2
6756,123,17
6757,5,1
6758,8,1
6759,133,21
6760,27,4
6761,25,4
6762,4,1
6763,31,5
6764,19,4
6765,23,3
6766,8,1
6767,8,1
6768,7,1
6769,10,1
6770,7,1
6771,1,1
6772,45,7
6773,6,1
6774,14,2
6775,2,1
6776,29,5
6777,15,2
6778,245,34
6779,6,1
6780,75,12
6781,0,0
6782,27,3
6783,45,6
6784,16,3
6785,19,4
6786,45,6
6787,11,2
6788,8,1
6789,7,1
6790,11,2
6791,8,1
6792,32,4
6793,73,11
6794,10,1
6795,7,1
6796,24,3
6797,36,6
6798,16,3
6799,50,8
6800,43,7
6801,239,34
6802,73,9
6803,46,7
6804,4,1
6805,56,7
6806,9,1
6807,43,5
6808,27,4
6809,5,1
6810,16,2
6811,61,10
6812,10,1
6813,10,1
6814,44,5
6815,7,1
6816,13,2
6817,158,21
6818,18,3
6819,6,1
6820,155,24
6821,178,25
6822,27,3
6823,16,2
6824,98,15
6825,8,1
6826,4,1
6827,4,1
6828,42,6
6829,14,2
6830,6,1
6831,113,17
6832,326,43
6833,25,3
6834,8,1
6835,16,3
6836,29,4
6837,151,21
6838,7,2
6839,47,10
6840,10,2
6841,52,9
6842,52,11
6843,11,2
6844,56,9
6845,9,1
6846,11,2
6847,10,1
6848,22,4
6849,165,24
6850,19,3
6851,6,1
6852,8,1
6853,6,1
6854,6,1
6855,241,32
6856,227,32
6857,247,31
6858,7,1
6859,29,4
6860,6,1
6861,14,2
6862,15,4
6863,122,20
6864,10,1
6865,6,1
6866,13,2
6867,5,1
6868,14,2
6869,187,27
6870,14,2
6871,57,10
6872,161,21
6873,32,6
6874,9,1
6875,13,2
6876,13,2
6877,9,1
6878,8,1
6879,8,1
6880,5,1
6881,30,6
6882,9,1
6883,24,4
6884,7,2
6885,7,1
6886,7,1
6887,22,3
6888,6,1
6889,1,1
6890,3,1
6891,89,12
6892,202,26
6893,8,1
6894,18,2
6895,8,1
6896,534,69
6897,61,8
6898,26,3
6899,12,2
6900,82,11
6901,58,9
6902,9,1
6903,17,3
6904,7,1
6905,138,19
6906,7,1
6907,89,11
6908,15,2
6909,6,1
6910,15,2
6911,7,1
6912,8,1
6913,36,6
6914,11,2
6915,28,4
6916,8,1
6917,7,1
6918,15,2
6919,28,4
6920,4,1
6921,19,3
6922,95,14
6923,6,1
6924,32,4
6925,53,7
6926,14,2
6927,12,2
6928,36,6
6929,7,1
6930,7,1
6931,30,4
6932,36,5
6933,22,3
6934,7,1
6935,57,8
6936,28,4
6937,5,1
6938,3,1
6939,84,12
6940,8,1
6941,6,1
6942,135,18
6943,16,3
6944,23,5
6945,10,1
6946,6,1
6947,88,11
6948,10,2
6949,52,10
6950,31,7
6951,18,3
6952,43,6
6953,8,1
6954,7,1
6955,5,1
6956,3,1
6957,29,5
6958,11,2
6959,8,1
6960,10,1
6961,1,1
6962,12,2
6963,3,1
6964,70,10
6965,15,2
6966,371,54
6967,607,76
6968,113,18
6969,286,38
6970,5,1
6971,9,2
6972,161,22
6973,33,5
6974,293,42
6975,10,2
6976,8,1
6977,4,2
6978,3,1
6979,22,3
6980,9,1
6981,12,2
6982,8,1
6983,3,1
6984,6,1
6985,5,1
6986,9,1
6987,38,5
6988,35,6
6989,19,3
6990,5,1
6991,17,3
6992,6,1
6993,13,2
6994,7,1
6995,4,1
6996,4,1
6997,3,1
6998,9,1
6999,304,37
7000,8,2
7001,11,2
7002,8,1
7003,19,3
7004,54,8
7005,15,2
7006,2,1
7007,12,2
7008,10,1
7009,27,4
7010,16,3
7011,86,10
7012,7,1
7013,18,2
7014,5,1
7015,5,1
7016,1,1
7017,17,2
7018,7,1
7019,16,5
7020,7,1
7021,17,2
7022,10,1
7023,10,1
7024,8,1
7025,6,1
7026,3,1
7027,6,1
7028,3,1
7029,33,8
7030,30,4
7031,15,2
7032,10,1
7033,58,11
7034,68,11
7035,26,4
7036,5,1
7037,201,26
7038,8,1
7039,19,3
7040,5,1
7041,6,1
7042,41,5
7043,9,2
7044,3,1
7045,21,4
7046,8,1
7047,15,2
7048,7,1
7049,21,4
7050,78,9
7051,177,22
7052,9,1
7053,5,2
7054,4,1
7055,9,1
7056,3,1
7057,24,4
7058,14,3
7059,31,4
7060,14,2
7061,16,2
7062,6,1
7063,20,4
7064,10,2
7065,8,1
7066,14,2
7067,30,6
7068,5,1
7069,22,3
7070,8,1
7071,121,17
7072,8,1
7073,118,18
7074,34,6
7075,7,1
7076,10,1
7077,20,3
7078,178,27
7079,7,1
7080,14,2
7081,5,1
7082,7,1
7083,30,5
7084,219,29
7085,23,3
7086,8,1
7087,17,3
7088,45,6
7089,10,1
7090,208,30
7091,10,1
7092,4,1
7093,6,1
7094,33,6
7095,7,1
7096,22,4
7097,25,3
7098,10,1
7099,9,1
7100,23,3
7101,138,21
7102,27,5
7103,7,1
7104,195,30
7105,35,6
7106,47,7
7107,11,2
7108,6,1
7109,9,1
7110,9,1
7111,4,1
7112,54,9
7113,5,1
7114,9,1
7115,1,1
7116,6,1
7117,10,1
7118,39,5
7119,28,4
7120,51,8
7121,7,1
7122,22,3
7123,381,50
7124,9,1
7125,62,9
7126,4,1
7127,2,1
7128,4,1
7129,14,2
7130,6,1
7131,9,1
7132,8,1
7133,32,5
7134,10,1
7135,29,4
7136,13,3
7137,6,1
7138,34,4
7139,6,1
7140,4,1
7141,5,1
7142,8,1
7143,8,1
7144,145,20
7145,23,3
7146,10,1
7147,233,32
7148,18,3
7149,15,2
7150,3,1
7151,47,6
7152,104,14
7153,47,6
7154,11,2
7155,153,20
7156,86,10
7157,10,1
7158,46,7
7159,8,1
7160,3,1
7161,7,1
7162,14,2
7163,10,2
7164,8,1
7165,2,1
7166,75,11
7167,6,1
7168,223,28
7169,104,15
7170,6,1
7171,5,2
7172,12,2
7173,6,1
7174,3,1
7175,142,19
7176,6,1
7177,36,7
7178,4,1
7179,25,4
7180,19,2
7181,8,1
7182,8,1
7183,165,22
7184,223,30
7185,63,9
7186,6,1
7187,225,31
7188,5,1
7189,5,1
7190,7,1
7191,16,2
7192,12,2
7193,55,7
7194,36,4
7195,3,1
7196,3,1
7197,15,4
7198,7,1
7199,9,2
7200,91,12
7201,16,2
7202,3,1
7203,8,1
7204,70,8
7205,12,2
7206,35,5
7207,9,1
7208,9,1
7209,7,1
7210,305,40
7211,4,1
7212,3,1
7213,115,14
7214,3,1
7215,98,14
7216,8,1
7217,6,1
7218,15,3
7219,82,12
7220,560,71
7221,50,8
7222,7,1
7223,7,1
7224,22,3
7225,49,7
7226,8,1
7227,4,1
7228,16,2
7229,9,2
7230,6,1
7231,10,1
7232,6,1
7233,3,1
7234,20,3
7235,7,1
7236,62,8
7237,8,1
7238,13,2
7239,19,3
7240,6,1
7241,8,1
7242,7,1
7243,21,3
7244,9,1
7245,29,5
7246,9,1
7247,3,1
7248,8,1
7249,6,1
7250,6,1
7251,7,1
7252,5,1
7253,47,6
7254,23,4
7255,7,1
7256,4,1
7257,25,6
7258,29,4
7259,8,1
7260,18,2
7261,10,1
7262,8,1
7263,16,2
7264,21,3
7265,7,1
7266,12,2
7267,7,1
7268,10,1
7269,22,5
7270,5,1
7271,4,1
7272,18,3
7273,15,2
7274,37,6
7275,68,9
7276,17,3
7277,3,1
7278,46,8
7279,6,2
7280,6,1
7281,35,5
7282,4,1
7283,4,1
7284,20,4
7285,24,4
7286,13,2
7287,15,2
7288,17,2
7289,132,20
7290,3,1
7291,8,1
7292,32,4
7293,3,1
7294,6,1
7295,1,1
7296,32,5
7297,6,1
7298,8,1
7299,6,1
7300,10,1
7301,4,1
7302,90,14
7303,228,32
7304,4,1
7305,26,3
7306,10,1
7307,4,1
7308,9,1
7309,11,2
7310,135,20
7311,199,27
7312,71,10
7313,6,1
7314,8,1
7315,15,2
7316,54,8
7317,12,2
7318,1,1
7319,8,1
7320,7,1
7321,1,1
7322,8,1
7323,5,1
7324,5,1
7325,6,1
7326,6,1
7327,4,2
7328,150,22
7329,9,1
7330,25,4
7331,6,1
7332,145,22
7333,14,2
7334,26,4
7335,6,1
7336,8,2
7337,124,16
7338,2,1
7339,7,1
7340,5,1
7341,101,14
7342,6,1
7343,40,5
7344,115,19
7345,106,16
7346,136,19
7347,35,6
7348,4,1
7349,41,6
7350,39,7
7351,2,1
7352,9,1
7353,3,1
7354,13,2
7355,14,2
7356,15,4
7357,8,1
7358,3,1
7359,16,2
7360,11,3
7361,9,1
7362,59,7
7363,5,1
7364,108,16
7365,14,3
7366,32,5
7367,9,2
7368,4,1
7369,24,3
7370,27,4
7371,21,3
7372,1,1
7373,33,4
7374,7,2
7375,15,4
7376,8,1
7377,13,2
7378,6,1
7379,34,5
7380,76,11
7381,33,5
7382,12,2
7383,12,2
7384,24,3
7385,15,3
7386,16,2
7387,118,15
7388,13,2
7389,1,1
7390,2,1
7391,4,1
7392,229,32
7393,16,3
7394,16,2
7395,133,16
7396,19,3
7397,12,2
7398,84,11
7399,21,3
7400,15,2
7401,3,1
7402,20,4
7403,2,1
7404,33,4
7405,12,2
7406,50,8
7407,15,2
7408,14,2
7409,2,1
7410,9,2
7411,9,2
7412,170,21
7413,9,1
7414,16,2
7415,18,2
7416,32,4
7417,6,1
7418,10,2
7419,9,1
7420,3,1
7421,6,1
7422,8,1
7423,116,16
7424,29,4
7425,13,2
7426,139,21
7427,135,17
7428,7,1
7429,8,2
7430,13,2
7431,6,1
7432,189,26
7433,179,25
7434,37,7
7435,23,4
7436,3,1
7437,9,1
7438,64,7
7439,6,1
7440,210,29
7441,51,7
7442,423,54
7443,6,1
7444,15,2
7445,15,3
7446,3,1
7447,104,16
7448,160,20
7449,196,25
7450,6,1
7451,1,1
7452,12,2
7453,59,8
7454,12,2
7455,5,1
7456,74,11
7457,144,21
7458,6,1
7459,8,1
7460,3,1
7461,9,1
7462,11,2
7463,9,1
7464,10,2
7465,6,1
7466,10,1
7467,8,1
7468,7,1
7469,4,1
7470,10,1
7471,16,2
7472,4,1
7473,9,2
7474,8,1
7475,10,1
7476,38,6
7477,8,2
7478,108,18
7479,9,1
7480,4,1
7481,9,2
7482,3,1
7483,17,2
7484,49,7
7485,10,1
7486,32,6
7487,240,31
7488,28,6
7489,20,3
7490,9,1
7491,9,2
7492,9,1
7493,4,1
7494,18,3
7495,4,1
7496,8,1
7497,5,1
7498,9,2
7499,393,52
7500,7,1
7501,4,1
7502,21,4
7503,583,73
7504,4,2
7505,8,2
7506,26,4
7507,8,1
7508,10,1
7509,17,4
7510,10,1
7511,7,1
7512,26,4
7513,11,2
7514,15,2
7515,12,2
7516,7,2
7517,12,3
7518,1,1
7519,6,1
7520,9,1
7521,232,31
7522,28,5
7523,26,3
7524,8,1
7525,7,1
7526,20,3
7527,9,1
7528,9,1
7529,8,1
7530,55,7
7531,58,11
7532,8,1
7533,9,1
7534,5,1
7535,8,2
7536,15,2
7537,8,1
7538,32,7
7539,8,1
7540,35,6
7541,1,1
7542,5,1
7543,3,1
7544,23,3
7545,79,12
7546,9,1
7547,79,14
7548,230,30
7549,68,13
7550,5,1
7551,8,1
7552,11,2
7553,7,1
7554,61,8
7555,24,3
7556,88,16
7557,10,2
7558,3,1
7559,71,12
7560,350,44
7561,124,17
7562,1,1
7563,6,1
7564,6,1
7565,7,1
7566,7,1
7567,9,1
7568,61,9
7569,23,3
7570,7,1
7571,140,19
7572,59,9
7573,113,15
7574,130,17
7575,3,1
7576,5,1
7577,2,1
7578,15,4
7579,26,3
7580,4,1
7581,7,1
7582,9,2
7583,8,2
7584,10,1
7585,27,3
7586,307,38
7587,275,37
7588,8,1
7589,103,15
7590,6,1
7591,4,1
7592,26,5
7593,23,3
7594,33,5
7595,478,59
7596,9,1
7597,21,3
7598,16,4
7599,9,1
7600,7,1
7601,6,1
7602,7,1
7603,6,1
7604,17,2
7605,9,1
7606,6,1
7607,8,1
7608,7,1
7609,8,2
7610,22,4
7611,23,5
7612,8,1
7613,3,1
7614,14,2
7615,8,1
7616,26,4
7617,4,1
7618,7,1
7619,16,2
7620,6,1
7621,10,1
7622,5,1
7623,8,1
7624,16,2
7625,7,1
7626,17,3
7627,8,1
7628,20,3
7629,5,1
7630,94,16
7631,7,1
7632,6,1
7633,10,1
7634,6,1
7635,3,1
7636,3,1
7637,11,2
7638,114,15
7639,7,1
7640,17,2
7641,6,1
7642,12,2
7643,17,3
7644,28,4
7645,13,3
7646,6,1
7647,4,1
7648,78,10
7649,4,1
7650,7,1
7651,29,3
7652,223,29
7653,4,1
7654,5,1
7655,6,1
7656,98,13
7657,6,1
7658,13,2
7659,7,1
7660,150,18
7661,316,41
7662,16,2
7663,7,1
7664,23,3
7665,219,28
7666,6,1
7667,9,1
7668,22,3
7669,8,1
7670,3,1
7671,4,1
7672,5,1
7673,3,1
7674,9,1
7675,6,1
7676,3,1
7677,6,1
7678,6,1
7679,16,2
7680,7,1
7681,8,1
7682,7,1
7683,402,50
7684,44,6
7685,9,1
7686,178,23
7687,5,1
7688,11,2
7689,85,10
7690,4,1
7691,3,1
7692,14,3
7693,3,1
7694,5,1
7695,12,2
7696,7,1
7697,126,17
7698,27,3
7699,8,1
7700,6,1
7701,21,3
7702,6,1
7703,150,23
7704,10,1
7705,31,4
7706,5,1
7707,80,11
7708,2,1
7709,9,1
7710,9,1
7711,37,5
7712,38,5
7713,32,4
7714,22,6
7715,7,1
7716,7,1
7717,7,1
7718,5,1
7719,3,1
7720,10,1
7721,4,1
7722,4,1
7723,6,1
7724,3,1
7725,9,1
7726,14,2
7727,123,18
7728,10,2
7729,15,3
7730,8,1
7731,7,1
7732,4,1
7733,8,1
7734,14,2
7735,10,1
7736,8,1
7737,29,5
7738,12,2
7739,15,2
7740,28,5
7741,4,1
7742,83,12
7743,287,36
7744,9,1
7745,42,6
7746,7,1
7747,5,1
7748,9,2
7749,7,1
7750,6,1
7751,10,1
7752,65,10
7753,26,3
7754,9,1
7755,27,5
7756,10,2
7757,7,1
7758,5,1
7759,45,9
7760,8,1
7761,9,1
7762,6,1
7763,6,1
7764,8,1
7765,4,1
7766,5,1
7767,7,1
7768,8,1
7769,33,4
7770,6,1
7771,9,1
7772,7,1
7773,9,1
7774,9,1
7775,9,1
7776,10,1
7777,10,1
7778,1,1
7779,5,1
7780,2,1
7781,3,1
7782,1,1
7783,359,47
7784,10,2
7785,316,41
7786,1,1
7787,41,6
7788,190,27
7789,30,6
7790,201,27
7791,21,5
7792,414,54
7793,82,11
7794,104,13
7795,161,20
7796,212,27
7797,159,22
7798,163,22
7799,86,14
7800,133,16
7801,4,1
7802,9,1
7803,4,1
7804,6,1
7805,2,1
7806,11,2
7807,9,1
7808,10,1
7809,6,1
7810,10,1
7811,8,1
7812,4,1
7813,1,1
7814,6,1
7815,6,3
7816,7,1
7817,15,2
7818,10,1
7819,9,1
7820,8,1
7821,3,1
7822,8,1
7823,19,2
7824,6,1
7825,39,6
7826,10,1
7827,30,4
7828,35,4
7829,31,4
7830,8,1
7831,9,1
7832,8,1
7833,4,1
7834,7,1
7835,13,2
7836,6,1
7837,7,1
7838,7,1
7839,8,1
7840,8,1
7841,4,1
7842,43,6
7843,45,6
7844,15,2
7845,9,1
7846,3,1
7847,2,1
7848,8,1
7849,10,1
7850,8,1
7851,9,1
7852,4,1
7853,135,18
7854,6,1
7855,8,2
7856,38,5
7857,7,1
7858,2,1
7859,8,1
7860,39,5
7861,5,1
7862,7,1
7863,7,1
7864,15,2
7865,9,1
7866,8,1
7867,8,1
7868,10,1
7869,7,1
7870,16,2
7871,23,4
7872,9,1
7873,7,1
7874,4,1
7875,1,1
7876,8,1
7877,3,1
7878,65,10
7879,11,2
7880,12,2
7881,2,1
7882,7,1
7883,9,2
7884,13,3
7885,6,1
7886,7,1
7887,8,1
7888,4,1
7889,15,2
7890,8,1
7891,15,3
7892,8,1
7893,34,6
7894,7,1
7895,24,3
7896,52,8
7897,19,4
7898,8,1
7899,33,6
7900,6,1
7901,9,1
7902,8,1
7903,10,1
7904,9,1
7905,10,1
7906,50,8
7907,9,1
7908,10,1
7909,9,1
7910,10,1
7911,10,1
7912,6,1
7913,4,1
7914,5,1
7915,10,1
7916,12,2
7917,18,3
7918,6,1
7919,6,1
7920,8,1
7921,15,2
7922,9,1
7923,2,1
7924,35,7
7925,5,1
7926,10,1
7927,22,4
7928,10,1
7929,2,1
7930,7,1
7931,13,2
7932,7,2
7933,7,1
7934,2,1
7935,4,1
7936,9,1
7937,7,1
7938,3,1
7939,15,2
7940,15,4
7941,12,2
7942,6,1
7943,8,1
7944,3,1
7945,7,1
7946,4,1
7947,4,1
7948,3,1
7949,62,9
7950,2,1
7951,8,1
7952,15,2
7953,9,1
7954,56,7
7955,6,1
7956,4,1
7957,3,1
7958,17,2
7959,7,1
7960,9,1
7961,10,1
7962,7,1
7963,5,1
7964,8,1
7965,10,1
7966,10,1
7967,384,48
7968,3,1
7969,52,7
7970,9,1
7971,28,4
7972,1,1
7973,6,1
7974,9,1
7975,9,1
7976,9,1
7977,118,16
7978,64,10
7979,6,1
7980,1,1
7981,4,1
7982,4,1
7983,10,1
7984,4,1
7985,10,1
7986,8,1
7987,328,43
7988,7,1
7989,5,1
7990,26,3
7991,74,10
7992,31,6
7993,103,14
7994,8,1
7995,1,1
7996,6,1
7997,43,7
7998,11,2
7999,20,3
8000,7,1
8001,70,12
8002,19,4
8003,104,15
8004,9,1
8005,7,1
8006,8,1
8007,50,9
8008,6,1
8009,95,15
8010,6,1
8011,3,1
8012,24,4
8013,15,3
8014,104,17
8015,6,1
8016,1,1
8017,4,2
8018,10,1
8019,10,1
8020,10,1
8021,10,1
8022,3,1
8023,10,1
8024,10,1
8025,15,2
8026,10,1
8027,7,1
8028,10,1
8029,4,1
8030,9,1
8031,10,1
8032,45,6
8033,5,1
8034,41,6
8035,12,2
8036,3,1
8037,2,1
8038,9,2
8039,4,1
8040,3,1
8041,3,1
8042,5,1
8043,10,1
8044,5,1
8045,7,1
8046,10,1
8047,3,1
8048,75,16
8049,4,1
8050,4,1
8051,5,1
8052,28,4
8053,4,1
8054,1,1
8055,8,1
8056,80,11
8057,8,1
8058,125,18
8059,1,1
8060,16,2
8061,12,2
8062,33,5
8063,7,1
8064,3,1
8065,3,1
8066,10,1
8067,6,1
8068,1,1
8069,10,1
8070,10,1
8071,4,1
8072,5,1
8073,9,1
8074,242,31
8075,6,1
8076,6,1
8077,10,1
8078,34,6
8079,78,11
8080,6,1
8081,5,2
8082,7,1
8083,13,2
8084,3,1
8085,9,2
8086,8,1
8087,4,1
8088,9,1
8089,95,13
8090,10,1
8091,9,1
8092,57,8
8093,4,1
8094,26,4
8095,8,1
8096,8,1
8097,6,1
8098,32,4
8099,7,1
8100,3,1
8101,8,1
8102,10,1
8103,32,6
8104,59,7
8105,14,2
8106,7,1
8107,9,1
8108,4,1
8109,2,1
8110,32,5
8111,28,4
8112,13,2
8113,5,1
8114,8,1
8115,15,2
8116,5,1
8117,8,1
8118,21,3
8119,7,1
8120,1,1
8121,14,2
8122,10,1
8123,15,2
8124,7,1
8125,8,1
8126,10,1
